SampleID,Sex,Trio (family),SMN1/2 genotype (public refs),FASTQ dir (Phase 3),ENA FASTQ TSV,NYGC 30x (PRJEB31736) TSV,Set
NA19235,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19235/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19235%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22NA19235%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",positive
HG03027,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG03027/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22HG03027%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22HG03027%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",positive
HG02769,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG02769/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22HG02769%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22HG02769%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",positive
NA19429,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19429/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19429%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22NA19429%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",positive
HG02836,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG02836/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22HG02836%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22HG02836%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",positive
NA19177,,,discordant e7/e8 CN (gene conversion list),http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19177/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19177%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22NA19177%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",positive
NA21527,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA21527/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22NA21527%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22NA21527%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",positive
NA19249,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19249/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19249%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22NA19249%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",positive
NA21526,,,discordant e7/e8 (SMN2 e8=4*),http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA21526/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22NA21526%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22NA21526%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",positive
NA19790,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19790/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19790%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22NA19790%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",positive
NA19327,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19327/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19327%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22NA19327%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",positive
NA21513,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA21513/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22NA21513%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22NA21513%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",positive
NA19360,,,"SMN1×4, SMN2×0 (literature)",http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19360/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19360%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22NA19360%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",positive
HG02697,,,"SMN1×4*, SMN2×2 (MLPA list)",http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG02697/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22HG02697%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22HG02697%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",positive
HG001,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG001/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22HG001%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22HG001%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",negative_GIAB
HG002,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG002/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22HG002%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22HG002%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",negative_GIAB
HG003,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG003/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22HG003%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22HG003%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",negative_GIAB
HG004,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG004/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22HG004%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22HG004%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",negative_GIAB
HG005,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG005/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22HG005%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22HG005%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",negative_GIAB
HG006,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG006/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22HG006%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22HG006%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",negative_GIAB
HG007,,,,http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG007/sequence_read/,"https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,library_strategy,library_layout,instrument_platform,instrument_model,fastq_ftp&query=sample_alias%3D%22HG007%22%20AND%20tax_eq(9606)","https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,study_accession,first_public,instrument_model,fastq_ftp,bam_ftp&query=sample_alias%3D%22HG007%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)",negative_GIAB
