SampleID	ENA_FASTQ_TSV	NYGC30x_TSV	IGSR_Phase3_FASTQ_dir	Example_R1_R2_pattern	Example_fetch_commands
HG03663	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG03663%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG03663%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/HG03663/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22HG03663%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG03663
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22HG03663%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d HG03663
"
NA00232	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA00232%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA00232%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA00232/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA00232%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA00232
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA00232%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA00232
"
NA03813	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA03813%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA03813%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA03813/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA03813%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA03813
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA03813%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA03813
"
NA03815	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA03815%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA03815%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA03815/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA03815%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA03815
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA03815%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA03815
"
NA09677	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA09677%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA09677%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA09677/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA09677%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA09677
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA09677%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA09677
"
NA10684	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA10684%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA10684%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA10684/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA10684%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA10684
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA10684%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA10684
"
NA12548	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA12548%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA12548%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA12548/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA12548%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA12548
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA12548%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA12548
"
NA12552	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA12552%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA12552%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA12552/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA12552%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA12552
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA12552%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA12552
"
NA19122	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19122%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19122%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19122/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19122%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19122
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19122%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19122
"
NA19123	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19123%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19123%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19123/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19123%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19123
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19123%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19123
"
NA19177	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19177%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19177%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19177/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19177%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19177
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19177%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19177
"
NA19235	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19235%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19235%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19235/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19235%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19235
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19235%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19235
"
NA19249	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19249%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19249%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19249/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19249%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19249
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19249%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19249
"
NA19327	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19327%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19327%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19327/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19327%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19327
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19327%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19327
"
NA19360	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19360%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19360%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19360/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19360%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19360
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19360%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19360
"
NA19429	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19429%22%20AND%20tax_eq(9606)	https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19429%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/phase3/data/NA19429/sequence_read/	".../ERR*/ERR*_1.filt.fastq.gz	.../ERR*_2.filt.fastq.gz"	"## FASTQs via ENA:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,library_strategy,library_layout,instrument_model,fastq_ftp&query=sample_alias%3D%22NA19429%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1 && $NF!=""""{gsub(/;/,""\n"",$NF); print $NF}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19429
## NYGC 30x CRAM/BAM if no FASTQs:
curl -fsSL 'https://www.ebi.ac.uk/ena/portal/api/search?result=read_run&format=tsv&limit=0&fields=run_accession,first_public,instrument_model,fastq_ftp,bam_ftp,submitted_ftp&query=sample_alias%3D%22NA19429%22%20AND%20project_accession%3D%22PRJEB31736%22%20AND%20tax_eq(9606)' | awk -F'\t' 'NR>1{for(i=1;i<=NF;i++) if($i ~ /_ftp$/){gsub(/;/,""\n"",$i); print $i}}' | sed 's#^#ftp://#' | aria2c -c -x8 -s8 -d NA19429
"
